id_encuestado,carrera,semestre,jornada,trabaja,promedio_actual,q01_horas_estudio,q02_planificacion,q03_entrega_tareas,q04_trabajo_equipo,q05_asistencia,q06_uso_biblioteca,q07_uso_plataformas,q08_consulta_tutorias,q09_disponibilidad_laboratorios,q10_calidad_internet,q11_claridad_docente,q12_puntualidad_docente,q13_retroalimentacion,q14_evaluacion_justa,q15_dificultad_cursos,q16_estres_academico,q17_equilibrio_vida_estudio,q18_satisfaccion_carrera,q19_intencion_continuar,q20_recomendaria_facultad
1904,Ingeniería de Sistemas,5,Matutina,No,80,3,1,4,4,4,5,2,5,5,5,3,4,3,3,5,3,4,3,2,4
1905,Ingeniería de Sistemas,7,Vespertina,No,69,3,4,3,2,2,3,2,3,4,4,3,4,5,3,5,5,3,5,3,5
1906,Ingeniería Eléctrica,7,Vespertina,No,85,4,3,4,4,3,3,4,5,1,3,4,3,3,3,2,4,4,4,4,3
1907,Ingeniería Electrónica,5,Vespertina,Sí,64,2,2,2,1,2,2,3,4,4,3,5,4,2,2,3,4,2,3,4,5
1908,Ingeniería Eléctrica,7,Vespertina,No,79,3,2,4,2,3,3,4,2,4,3,5,2,2,3,2,3,3,4,3,3
1909,Ingeniería Electrónica,6,Matutina,No,68,2,3,5,2,3,2,4,3,1,2,3,4,3,4,3,3,3,3,4,4
1910,Ingeniería de Sistemas,6,Matutina,No,65,4,3,4,3,2,2,3,3,3,3,3,5,3,3,4,3,3,3,4,4
1911,Ingeniería Eléctrica,5,Nocturna,Sí,60,3,1,1,3,2,3,3,3,4,4,3,3,3,5,2,3,3,2,4,3
1912,Ingeniería de Sistemas,7,Vespertina,Sí,63,1,3,3,2,2,2,3,2,2,5,3,3,3,3,5,5,4,3,2,4
1913,Ingeniería de Sistemas,5,Nocturna,Sí,75,3,3,1,4,3,3,4,3,1,4,5,4,3,5,3,4,4,4,1,4
1914,Ingeniería de Sistemas,6,Matutina,No,73,4,4,4,3,3,3,3,4,3,2,4,4,5,4,3,3,4,4,1,3
1915,Ingeniería Eléctrica,7,Nocturna,Sí,75,3,3,3,3,3,1,4,4,2,1,4,3,3,3,2,4,2,2,2,4
1916,Ingeniería Electrónica,6,Matutina,No,64,3,2,4,3,3,3,2,2,4,4,4,2,5,4,3,3,2,3,4,4
1917,Ingeniería de Sistemas,6,Matutina,No,88,5,5,4,4,4,4,5,4,3,3,2,3,4,1,3,2,5,4,4,3
1918,Ingeniería Eléctrica,5,Nocturna,Sí,65,3,1,2,3,2,2,3,2,2,3,4,4,3,4,3,2,2,1,3,2
1919,Ingeniería Eléctrica,7,Vespertina,Sí,66,1,2,2,2,2,2,4,3,3,2,4,3,4,1,4,4,3,2,3,2
1920,Ingeniería Eléctrica,6,Matutina,Sí,56,3,3,2,3,2,2,3,3,3,4,4,5,5,4,3,3,1,3,3,3
1921,Ingeniería de Sistemas,6,Nocturna,Sí,58,2,1,2,3,5,4,3,4,3,2,3,3,4,5,4,5,3,3,3,4
1922,Ingeniería Electrónica,5,Vespertina,Sí,57,1,2,3,2,2,2,4,3,4,1,4,4,4,3,3,3,2,3,4,3
1923,Ingeniería de Sistemas,5,Nocturna,Sí,76,3,4,3,4,5,3,4,3,2,3,3,3,3,3,4,2,3,3,4,3
1924,Ingeniería Eléctrica,5,Matutina,No,67,3,3,5,1,2,2,3,4,1,3,2,4,3,4,3,3,2,5,4,4
1925,Ingeniería Electrónica,7,Nocturna,No,62,3,1,2,3,2,5,4,3,2,2,4,4,2,3,4,4,5,1,4,3
1926,Ingeniería Electrónica,7,Matutina,No,83,4,2,3,3,4,3,3,4,4,3,4,4,5,3,3,4,2,4,4,3
1927,Ingeniería de Sistemas,5,Matutina,No,82,4,3,4,3,4,4,3,3,3,4,5,4,4,2,3,3,4,4,3,2
1928,Ingeniería de Sistemas,6,Vespertina,No,74,4,3,5,3,3,4,4,3,3,3,3,3,3,3,2,3,3,4,4,5
1929,Ingeniería Electrónica,5,Vespertina,No,69,1,3,4,3,4,4,2,3,4,1,3,4,3,4,1,3,3,3,3,5
1930,Ingeniería Eléctrica,6,Matutina,No,74,4,2,5,4,2,2,3,2,2,2,3,5,4,4,4,3,4,3,3,4
1931,Ingeniería Electrónica,6,Matutina,No,79,3,3,4,4,3,3,3,4,4,2,3,4,3,4,4,5,3,4,4,4
1932,Ingeniería Eléctrica,6,Matutina,Sí,57,1,1,2,3,1,2,3,4,3,3,4,5,3,2,4,5,3,3,4,2
1933,Ingeniería Electrónica,5,Matutina,No,74,4,4,4,2,3,4,2,4,5,4,1,4,3,4,3,3,1,4,4,3
1934,Ingeniería de Sistemas,6,Matutina,No,69,2,3,4,4,2,2,2,1,3,2,5,4,3,4,4,4,3,3,4,4
1935,Ingeniería Eléctrica,5,Matutina,No,70,3,3,3,3,3,2,3,2,3,2,4,4,5,4,3,2,4,4,3,4
1936,Ingeniería Electrónica,5,Matutina,Sí,86,3,2,4,3,3,2,4,3,3,3,4,4,4,4,5,3,2,3,3,3
1937,Ingeniería Electrónica,6,Vespertina,No,89,5,5,5,3,3,3,3,5,4,3,5,4,3,4,3,4,4,3,5,3
1938,Ingeniería de Sistemas,5,Matutina,No,64,3,5,3,3,4,2,5,3,3,4,2,4,3,3,2,4,3,3,3,4
1939,Ingeniería Eléctrica,7,Nocturna,Sí,74,3,4,5,2,5,2,3,3,4,3,3,3,3,2,4,4,2,4,4,4
1940,Ingeniería Electrónica,5,Vespertina,Sí,58,2,2,3,2,4,3,4,3,3,4,2,3,3,2,4,4,1,3,3,4
1941,Ingeniería de Sistemas,7,Matutina,No,71,3,4,5,4,2,4,3,2,4,1,5,4,4,4,5,3,4,3,4,4
1942,Ingeniería Electrónica,7,Nocturna,No,78,4,3,3,2,4,3,5,3,3,1,4,4,3,5,4,3,2,2,3,4
1943,Ingeniería Electrónica,5,Matutina,No,79,4,4,3,3,3,1,3,2,3,3,2,4,4,1,3,4,3,4,3,4
1944,Ingeniería Electrónica,7,Nocturna,No,76,4,4,3,3,4,2,2,2,3,2,2,4,2,3,4,4,3,3,4,3
1945,Ingeniería Eléctrica,6,Vespertina,Sí,71,2,2,3,4,4,3,3,3,4,3,3,4,3,4,3,3,2,4,3,4
1946,Ingeniería Eléctrica,7,Matutina,No,73,3,3,5,4,3,4,3,3,3,3,3,4,3,5,2,3,1,5,3,4
1947,Ingeniería de Sistemas,7,Nocturna,No,83,4,4,4,4,4,3,2,3,4,2,3,2,2,3,5,5,3,3,5,2
1948,Ingeniería Eléctrica,5,Matutina,No,71,2,4,2,3,3,3,3,3,3,2,2,3,2,2,4,4,1,2,4,3
1949,Ingeniería Eléctrica,7,Matutina,No,85,3,3,5,5,4,2,4,3,3,5,5,2,4,4,4,3,3,3,4,4
1950,Ingeniería de Sistemas,6,Nocturna,Sí,74,3,3,4,3,2,2,4,3,4,2,2,3,3,3,2,5,3,3,3,3
1951,Ingeniería de Sistemas,6,Matutina,Sí,90,4,5,4,4,1,2,2,4,2,4,4,3,3,3,3,4,3,2,4,5
1952,Ingeniería Electrónica,5,Vespertina,Sí,79,3,2,2,4,4,3,2,2,3,2,3,3,3,3,2,4,3,4,3,3
1953,Ingeniería Eléctrica,6,Matutina,Sí,75,4,4,4,2,3,2,4,5,4,4,4,4,3,4,4,5,3,4,3,3
1954,Ingeniería de Sistemas,6,Matutina,No,64,2,3,3,2,2,4,3,3,3,3,3,4,3,5,4,5,2,3,3,3
1955,Ingeniería de Sistemas,5,Vespertina,No,72,4,4,2,4,5,3,3,4,4,3,3,4,3,4,4,4,3,2,3,4
1956,Ingeniería Eléctrica,5,Nocturna,Sí,62,1,2,1,2,3,2,4,3,2,3,4,3,4,5,3,4,4,3,3,5
1957,Ingeniería Eléctrica,5,Matutina,No,67,2,2,3,2,3,3,3,4,3,4,4,3,2,3,3,3,5,3,3,4
1958,Ingeniería Electrónica,5,Vespertina,Sí,83,3,4,4,3,3,3,3,3,1,3,4,4,4,3,4,4,3,2,4,4
1959,Ingeniería de Sistemas,6,Matutina,No,77,3,3,5,3,3,2,3,2,3,3,5,4,4,3,2,4,4,3,2,5
1960,Ingeniería Electrónica,7,Matutina,No,77,2,3,2,2,4,4,4,3,3,2,4,5,4,3,4,4,3,5,3,3
1961,Ingeniería Electrónica,5,Matutina,No,78,2,3,4,4,3,5,2,3,3,3,4,3,2,3,3,4,5,3,5,3
1962,Ingeniería de Sistemas,5,Matutina,No,84,4,3,3,3,3,4,3,3,4,4,3,3,4,3,3,3,3,5,4,4
1963,Ingeniería Electrónica,6,Matutina,No,70,3,3,2,3,4,3,4,4,3,3,2,2,3,2,3,4,3,5,4,3
1964,Ingeniería de Sistemas,6,Matutina,No,84,3,5,3,3,3,3,3,3,4,4,2,4,4,2,5,5,3,3,3,4
1965,Ingeniería Eléctrica,7,Matutina,No,66,3,3,3,3,3,3,3,3,3,3,4,3,3,3,4,4,3,3,3,4
1966,Ingeniería de Sistemas,5,Matutina,No,70,2,4,3,4,4,3,2,4,3,3,3,5,3,3,4,4,4,3,5,5
1967,Ingeniería Electrónica,6,Vespertina,No,70,4,4,5,3,3,3,2,2,2,4,3,4,3,3,3,3,3,4,3,4
1968,Ingeniería de Sistemas,7,Matutina,No,87,3,4,4,4,3,4,2,3,3,3,2,4,3,4,2,4,4,4,3,4
1969,Ingeniería Eléctrica,5,Matutina,No,51,2,2,2,1,2,3,4,4,3,5,4,2,3,4,2,2,5,3,3,4
1970,Ingeniería Electrónica,5,Matutina,Sí,71,4,3,4,4,3,3,4,4,4,2,3,2,5,2,4,4,2,2,3,3
1971,Ingeniería de Sistemas,6,Matutina,No,85,3,3,5,3,4,4,5,3,4,2,3,3,4,4,4,2,3,3,4,2
1972,Ingeniería de Sistemas,6,Matutina,No,91,3,4,4,3,5,4,3,4,2,4,2,4,4,4,5,2,4,2,3,3
1973,Ingeniería Electrónica,7,Nocturna,Sí,80,3,4,3,4,4,3,3,2,3,3,4,4,3,4,4,3,2,4,4,2
1974,Ingeniería de Sistemas,6,Matutina,No,67,3,4,4,4,3,2,3,2,3,1,4,4,3,2,5,4,3,3,4,2
1975,Ingeniería de Sistemas,6,Matutina,No,66,2,3,4,2,4,2,2,4,3,4,2,4,2,4,4,2,2,3,3,3
1976,Ingeniería Electrónica,6,Vespertina,No,50,2,1,3,1,4,3,3,4,3,3,3,4,3,4,4,2,3,5,4,5
1977,Ingeniería de Sistemas,5,Vespertina,Sí,74,2,3,3,2,2,3,3,3,4,4,5,4,3,5,3,3,3,5,3,4
1978,Ingeniería de Sistemas,6,Matutina,No,85,3,3,4,4,4,3,4,2,3,3,3,4,2,4,3,1,2,4,5,3
1979,Ingeniería Eléctrica,7,Matutina,Sí,58,4,1,2,2,2,3,2,1,2,3,3,4,2,3,3,3,3,3,4,3
1980,Ingeniería Electrónica,6,Matutina,No,73,3,4,5,4,3,4,3,3,4,1,3,4,3,4,2,2,4,3,4,4
1981,Ingeniería Electrónica,5,Vespertina,No,77,2,3,4,3,3,4,5,4,2,2,3,3,4,4,3,3,2,3,5,4
1982,Ingeniería de Sistemas,6,Matutina,No,66,4,2,3,3,3,3,3,2,4,2,2,4,4,2,4,4,3,3,3,4
1983,Ingeniería Eléctrica,5,Matutina,No,86,4,3,4,4,2,3,3,2,2,2,3,4,4,5,4,4,4,4,4,5
1984,Ingeniería Eléctrica,7,Matutina,No,73,4,3,4,3,4,2,3,5,3,4,4,4,2,4,3,4,2,5,2,3
1985,Ingeniería Eléctrica,5,Matutina,No,71,3,3,4,3,1,2,3,4,2,3,3,4,2,3,4,4,4,3,4,3
1986,Ingeniería Electrónica,7,Vespertina,No,85,4,2,3,3,3,2,2,3,2,2,4,4,2,2,3,1,3,3,3,4
1987,Ingeniería Electrónica,7,Matutina,No,73,4,5,3,4,3,4,3,3,4,3,3,2,4,4,4,4,4,4,4,3
1988,Ingeniería de Sistemas,6,Nocturna,Sí,65,2,2,3,2,4,4,4,2,3,4,3,3,2,4,3,4,1,4,4,4
1989,Ingeniería de Sistemas,6,Matutina,Sí,58,3,2,4,2,2,3,3,5,3,2,3,3,3,4,4,4,1,4,4,5
1990,Ingeniería Eléctrica,7,Nocturna,Sí,81,4,2,3,4,3,2,3,4,3,3,3,4,1,3,3,4,2,4,5,4
1991,Ingeniería Electrónica,6,Vespertina,Sí,84,2,4,4,2,4,2,3,3,4,2,4,5,3,2,1,5,4,3,2,2
1992,Ingeniería Electrónica,7,Vespertina,No,84,3,2,5,2,4,1,5,2,3,1,4,5,3,3,4,3,4,4,2,5
1993,Ingeniería de Sistemas,7,Matutina,No,75,4,3,4,2,2,4,4,3,3,4,4,4,3,4,4,4,4,4,4,5
1994,Ingeniería de Sistemas,5,Nocturna,No,72,2,1,2,3,3,3,3,2,2,3,4,1,2,2,3,3,3,3,4,4
1995,Ingeniería de Sistemas,5,Matutina,Sí,70,3,1,3,3,4,3,3,1,2,2,5,3,3,4,4,3,4,3,4,2
1996,Ingeniería Eléctrica,6,Vespertina,No,97,3,4,5,4,5,3,3,2,3,1,4,4,3,3,4,5,5,4,3,2
1997,Ingeniería de Sistemas,6,Nocturna,Sí,73,4,4,2,3,5,2,3,3,4,4,4,4,2,3,4,4,2,2,3,3
1998,Ingeniería Electrónica,7,Vespertina,Sí,64,3,2,2,3,2,3,3,3,4,3,3,5,4,4,4,3,1,3,4,2
1999,Ingeniería de Sistemas,7,Matutina,No,70,2,3,3,5,3,3,4,4,4,3,3,2,4,4,5,3,3,5,3,1
2000,Ingeniería de Sistemas,6,Nocturna,Sí,68,2,2,1,3,3,3,4,3,3,3,3,2,5,3,4,5,2,4,5,2
2001,Ingeniería Eléctrica,7,Vespertina,No,70,4,3,4,2,4,3,3,4,3,4,3,4,3,3,3,3,3,3,4,3
2002,Ingeniería Eléctrica,5,Vespertina,No,75,3,4,3,4,2,3,3,2,2,1,3,3,2,4,3,2,4,3,2,4
2003,Ingeniería Eléctrica,5,Vespertina,No,72,1,4,4,3,4,3,2,2,3,1,4,3,3,3,4,3,3,5,5,4
2004,Ingeniería de Sistemas,6,Matutina,Sí,75,3,4,4,3,4,5,3,2,2,4,3,4,5,3,3,4,3,1,5,4
2005,Ingeniería de Sistemas,5,Matutina,Sí,76,4,2,4,4,4,3,3,4,3,3,3,4,1,3,2,5,3,3,3,2
2006,Ingeniería Electrónica,7,Matutina,No,74,3,2,3,3,3,3,3,2,3,2,3,3,2,4,4,4,3,4,4,4
2007,Ingeniería de Sistemas,7,Matutina,No,88,4,2,4,3,4,2,4,2,1,3,5,3,3,4,5,3,3,5,3,3
2008,Ingeniería de Sistemas,6,Matutina,Sí,75,1,2,2,2,2,3,4,2,3,2,3,3,4,3,3,3,2,5,3,4
2009,Ingeniería de Sistemas,7,Matutina,No,81,2,3,4,3,4,4,2,3,3,3,2,3,3,4,4,5,4,4,4,4
2010,Ingeniería Electrónica,7,Matutina,No,75,3,4,4,5,4,4,2,3,4,5,3,4,4,4,4,3,5,2,3,5
2011,Ingeniería de Sistemas,6,Matutina,No,92,3,3,4,4,5,3,4,2,4,2,3,3,3,3,3,4,2,4,5,4
2012,Ingeniería de Sistemas,5,Matutina,No,60,3,3,2,3,3,3,3,3,5,3,5,2,3,4,3,3,3,4,2,3
2013,Ingeniería de Sistemas,6,Matutina,No,63,3,3,4,3,3,2,2,2,4,3,5,3,4,3,5,3,3,4,2,3
2014,Ingeniería Electrónica,5,Nocturna,Sí,73,2,2,3,1,4,4,5,4,5,3,4,3,4,3,2,2,4,3,4,3
2015,Ingeniería de Sistemas,7,Matutina,Sí,80,4,3,3,2,5,3,4,4,3,2,4,5,4,5,4,4,3,3,2,3
2016,Ingeniería de Sistemas,7,Matutina,Sí,84,2,3,3,4,3,2,4,3,4,2,3,3,4,3,3,3,2,3,3,4
2017,Ingeniería Electrónica,5,Vespertina,No,78,4,3,3,2,3,2,3,3,3,3,4,4,3,2,3,1,3,5,4,2
2018,Ingeniería de Sistemas,5,Nocturna,No,87,3,4,5,3,3,3,5,3,4,3,3,2,3,4,3,3,2,3,2,5
2019,Ingeniería de Sistemas,7,Matutina,No,87,3,4,5,5,4,2,3,2,3,4,2,3,4,4,3,2,5,4,3,4
2020,Ingeniería de Sistemas,5,Matutina,No,65,2,2,4,3,4,2,3,3,4,3,4,3,2,3,4,2,3,5,4,2
2021,Ingeniería Eléctrica,5,Nocturna,Sí,70,3,3,1,3,4,4,4,4,3,3,4,4,5,4,3,5,3,4,3,4
2022,Ingeniería Eléctrica,6,Nocturna,Sí,49,3,2,3,2,2,2,2,2,4,3,3,3,4,2,4,3,3,3,2,3
2023,Ingeniería Electrónica,5,Nocturna,No,82,4,3,3,3,5,1,3,2,3,2,3,4,5,2,2,3,4,4,4,3
2024,Ingeniería Electrónica,6,Matutina,No,76,1,3,5,3,3,4,3,3,5,2,3,4,4,2,3,3,3,4,3,4
2025,Ingeniería Electrónica,5,Nocturna,Sí,90,4,3,4,3,4,2,2,4,3,2,3,3,4,2,2,4,1,2,4,3
2026,Ingeniería de Sistemas,6,Matutina,No,86,3,3,3,4,4,3,4,4,2,3,3,4,4,4,5,4,4,3,4,4
2027,Ingeniería de Sistemas,6,Matutina,No,78,4,3,4,3,1,3,2,2,4,3,4,4,5,4,3,4,3,4,4,3
2028,Ingeniería Electrónica,6,Matutina,Sí,82,3,2,4,3,3,3,4,2,3,2,3,4,3,4,1,3,2,2,3,4
2029,Ingeniería Eléctrica,7,Matutina,No,61,3,2,3,2,2,2,4,4,3,3,5,4,4,3,3,3,3,4,3,5
2030,Ingeniería Electrónica,7,Vespertina,No,77,3,4,3,3,5,2,2,2,2,3,2,4,5,4,3,4,3,3,4,4
2031,Ingeniería de Sistemas,6,Vespertina,No,69,3,2,3,4,4,4,4,3,2,1,3,4,2,4,4,2,4,3,2,2
2032,Ingeniería Eléctrica,5,Matutina,No,71,3,4,3,2,3,4,3,4,2,3,4,4,4,3,3,3,2,3,4,4
2033,Ingeniería de Sistemas,5,Nocturna,Sí,63,2,2,2,2,2,2,2,3,3,3,3,4,5,3,4,3,3,4,4,4
2034,Ingeniería Electrónica,7,Nocturna,Sí,80,3,3,3,4,4,3,3,2,2,3,2,4,3,2,3,4,4,3,4,4
2035,Ingeniería Eléctrica,6,Matutina,Sí,72,3,2,2,2,2,1,3,3,4,4,4,3,4,3,3,3,2,3,3,3
2036,Ingeniería de Sistemas,5,Nocturna,Sí,69,2,2,2,2,3,3,4,3,3,3,4,4,4,5,4,4,1,4,4,5
2037,Ingeniería de Sistemas,6,Matutina,No,75,2,3,3,1,3,4,4,3,4,2,4,3,4,3,2,3,3,4,3,3
2038,Ingeniería de Sistemas,5,Matutina,No,78,3,5,5,4,4,3,5,3,4,2,4,5,4,3,3,4,3,3,5,4
2039,Ingeniería Electrónica,6,Matutina,No,75,4,3,4,3,4,2,4,3,2,1,4,4,3,4,4,3,4,2,4,4
2040,Ingeniería Eléctrica,5,Matutina,Sí,62,1,2,2,2,2,4,3,2,3,1,5,2,3,3,2,4,4,2,4,2
2041,Ingeniería Electrónica,6,Matutina,No,69,3,4,2,4,3,3,3,2,3,2,4,4,4,3,3,3,4,5,4,4
2042,Ingeniería de Sistemas,6,Matutina,No,75,4,4,3,3,2,5,4,5,3,3,4,4,3,3,3,5,3,2,4,4
2043,Ingeniería de Sistemas,5,Matutina,No,88,4,3,5,4,4,4,3,4,4,2,5,3,4,5,4,4,4,4,3,4
2044,Ingeniería Eléctrica,6,Matutina,No,80,4,3,1,5,3,3,3,3,4,4,4,5,3,4,1,4,5,3,5,2
2045,Ingeniería Electrónica,6,Matutina,Sí,71,3,2,3,3,1,4,4,3,4,2,5,5,2,3,4,4,3,4,2,3
2046,Ingeniería Eléctrica,5,Matutina,No,68,4,2,4,4,3,2,4,5,4,2,5,4,4,4,2,4,3,3,3,4
2047,Ingeniería de Sistemas,7,Vespertina,No,85,4,3,5,3,3,2,3,3,5,3,3,2,3,4,4,4,2,3,4,3
2048,Ingeniería Eléctrica,6,Nocturna,Sí,78,2,3,3,3,2,3,2,2,2,2,3,4,4,4,3,2,2,4,3,3
2049,Ingeniería Eléctrica,5,Matutina,No,51,3,2,1,3,2,4,2,3,3,3,2,2,3,4,2,3,3,2,5,3
2050,Ingeniería Eléctrica,7,Matutina,No,67,3,3,4,3,3,3,4,2,3,2,5,4,4,2,4,4,4,4,3,3
2051,Ingeniería Electrónica,5,Matutina,No,77,3,1,3,4,3,3,2,3,2,2,3,4,4,5,3,4,5,4,4,4
2052,Ingeniería de Sistemas,6,Matutina,No,66,3,4,4,2,2,2,3,2,3,3,3,4,4,2,4,3,5,4,3,2
2053,Ingeniería Eléctrica,5,Matutina,No,71,2,4,3,3,3,4,3,3,4,2,3,4,4,4,1,4,3,3,3,2
2054,Ingeniería Electrónica,7,Matutina,No,83,2,3,1,4,5,3,4,2,3,5,3,4,3,3,4,4,3,3,3,5
2055,Ingeniería de Sistemas,6,Matutina,No,71,2,4,3,3,3,2,4,4,2,2,2,5,4,4,5,3,3,4,3,3
2056,Ingeniería de Sistemas,5,Matutina,No,62,2,2,1,2,3,3,3,4,3,2,3,4,3,3,2,3,4,3,4,3
2057,Ingeniería Eléctrica,7,Matutina,No,68,2,3,3,3,4,3,2,5,3,2,2,4,3,3,5,4,2,5,2,3
2058,Ingeniería de Sistemas,7,Vespertina,Sí,78,4,3,2,4,4,3,3,4,5,4,4,4,4,3,4,3,3,3,4,4
2059,Ingeniería Eléctrica,7,Matutina,No,87,3,3,3,5,4,2,3,3,2,3,2,4,3,3,2,2,4,4,2,3
2060,Ingeniería Eléctrica,6,Matutina,No,69,3,2,3,4,2,2,3,2,4,1,4,4,4,3,4,2,4,3,4,4
2061,Ingeniería Electrónica,5,Matutina,No,75,2,4,4,3,3,2,3,3,3,2,4,5,2,3,2,3,3,3,5,4
2062,Ingeniería Electrónica,5,Vespertina,Sí,90,3,4,4,4,5,2,3,5,3,3,4,2,3,4,3,3,3,3,3,3
2063,Ingeniería de Sistemas,5,Vespertina,Sí,58,2,2,1,2,1,4,3,4,4,4,4,2,2,3,4,2,3,3,4,4
2064,Ingeniería de Sistemas,7,Nocturna,Sí,74,4,3,5,4,3,1,2,2,2,3,4,5,3,2,4,5,2,4,4,2
2065,Ingeniería de Sistemas,5,Matutina,Sí,87,3,3,4,3,4,3,4,4,3,3,4,3,3,3,2,4,3,3,3,4
2066,Ingeniería de Sistemas,5,Matutina,No,73,3,3,2,2,4,3,4,2,4,3,2,5,2,4,3,2,5,4,5,4
2067,Ingeniería de Sistemas,6,Matutina,Sí,70,3,1,3,2,3,4,3,3,3,3,3,3,5,3,4,4,3,3,3,4
2068,Ingeniería Electrónica,5,Vespertina,Sí,61,3,1,3,2,3,3,3,4,3,4,2,3,4,5,4,3,2,4,4,1
2069,Ingeniería Electrónica,5,Matutina,No,71,3,3,5,3,3,3,2,2,3,1,2,3,4,3,2,3,4,4,4,4
2070,Ingeniería Eléctrica,7,Nocturna,Sí,65,3,3,4,3,2,4,2,2,3,2,2,3,4,5,3,4,3,3,3,4
2071,Ingeniería Electrónica,7,Vespertina,No,69,3,3,3,2,2,3,3,3,2,3,3,3,3,4,3,3,3,3,3,5
2072,Ingeniería Eléctrica,7,Vespertina,No,78,3,4,3,3,3,4,4,2,4,3,4,4,2,3,5,4,2,4,3,5
2073,Ingeniería de Sistemas,6,Vespertina,No,78,3,3,2,3,3,1,3,3,2,2,5,4,1,3,3,3,4,4,4,3
2074,Ingeniería de Sistemas,7,Matutina,No,78,3,2,5,3,5,2,3,4,3,3,5,2,2,3,4,3,4,2,5,4
2075,Ingeniería Electrónica,5,Nocturna,Sí,79,3,4,3,3,2,2,3,3,3,4,2,5,3,2,4,3,4,1,3,4
2076,Ingeniería Electrónica,6,Matutina,Sí,65,2,3,1,4,4,2,4,1,3,2,4,4,3,2,4,3,2,3,3,3
2077,Ingeniería Eléctrica,6,Matutina,No,76,3,3,3,4,4,5,3,4,5,4,3,3,3,5,3,2,4,3,4,3
2078,Ingeniería Eléctrica,6,Vespertina,Sí,80,2,4,4,4,3,2,4,3,2,3,5,5,4,4,2,4,3,3,4,4
2079,Ingeniería de Sistemas,5,Vespertina,Sí,78,3,3,5,4,4,3,3,2,4,4,3,3,4,3,4,3,3,4,3,3
2080,Ingeniería Eléctrica,5,Matutina,No,79,4,1,4,3,5,3,2,2,1,5,1,3,4,5,5,3,4,4,2,3
2081,Ingeniería Electrónica,5,Matutina,Sí,75,2,2,4,3,3,3,4,3,3,3,5,5,4,3,4,2,4,3,4,4
2082,Ingeniería Eléctrica,6,Vespertina,No,73,4,2,3,2,5,4,3,1,2,4,2,4,5,3,2,2,3,3,4,3
2083,Ingeniería de Sistemas,5,Matutina,No,75,4,3,3,3,4,2,5,2,4,3,3,2,4,3,3,3,5,3,3,4
2084,Ingeniería de Sistemas,6,Matutina,No,78,3,3,4,3,4,2,4,3,4,4,2,3,3,4,4,4,3,3,4,4
2085,Ingeniería Electrónica,6,Nocturna,Sí,75,4,2,1,3,3,3,3,3,2,4,4,3,2,4,3,4,3,3,5,3
2086,Ingeniería Eléctrica,5,Matutina,No,60,2,1,2,3,2,3,4,3,2,4,2,3,3,3,3,3,3,2,5,3
2087,Ingeniería de Sistemas,6,Vespertina,No,63,4,3,3,3,4,3,3,5,4,4,5,2,3,3,4,4,3,4,4,4
2088,Ingeniería de Sistemas,5,Nocturna,Sí,73,3,3,3,4,3,3,4,4,2,3,4,5,2,3,3,5,3,3,3,4
2089,Ingeniería de Sistemas,7,Matutina,Sí,79,3,2,5,3,2,2,2,4,5,3,2,5,4,4,4,2,3,2,3,4
2090,Ingeniería de Sistemas,7,Matutina,Sí,90,3,5,5,5,4,3,5,3,4,2,3,3,4,4,4,3,2,4,4,4
2091,Ingeniería Eléctrica,6,Matutina,No,80,2,4,4,4,3,3,4,1,2,2,3,2,3,4,4,1,3,3,3,3
2092,Ingeniería Eléctrica,6,Nocturna,Sí,70,2,2,1,3,2,3,4,4,3,3,3,2,2,4,4,2,3,3,3,3
2093,Ingeniería de Sistemas,6,Nocturna,Sí,63,4,1,4,3,2,4,5,3,3,2,5,3,3,3,3,3,2,2,3,4
2094,Ingeniería de Sistemas,5,Nocturna,Sí,73,2,4,2,5,3,2,3,3,3,3,3,4,4,3,3,4,3,3,4,5
2095,Ingeniería Eléctrica,6,Matutina,No,88,3,4,4,4,4,3,3,3,3,2,2,4,4,4,4,3,3,4,3,4
2096,Ingeniería Eléctrica,5,Nocturna,Sí,67,4,3,1,3,3,3,1,3,2,3,3,3,4,5,3,4,2,3,2,4
2097,Ingeniería de Sistemas,5,Nocturna,Sí,67,2,1,4,1,2,3,3,3,3,3,4,3,3,3,5,3,3,4,2,2
2098,Ingeniería Electrónica,6,Matutina,No,73,3,4,2,3,5,3,4,3,5,4,5,3,2,3,4,4,4,4,4,3
2099,Ingeniería Electrónica,6,Nocturna,No,59,3,2,2,2,4,3,4,3,3,4,3,3,5,3,4,2,4,5,4,3
2100,Ingeniería Electrónica,7,Matutina,No,64,1,2,5,3,2,4,3,3,4,4,2,5,4,3,3,3,3,5,5,3
2101,Ingeniería Electrónica,6,Nocturna,Sí,75,4,1,4,3,3,3,3,3,3,3,2,4,3,5,2,5,3,4,3,4
2102,Ingeniería de Sistemas,5,Matutina,No,70,1,2,1,2,3,4,4,3,5,3,3,1,3,3,4,2,4,1,2,4
2103,Ingeniería de Sistemas,6,Nocturna,No,68,4,3,2,1,4,2,3,4,2,3,4,4,4,4,4,3,3,4,3,3
2104,Ingeniería de Sistemas,7,Matutina,Sí,77,3,3,3,4,5,2,3,3,2,3,4,4,2,1,3,4,1,4,3,3
2105,Ingeniería de Sistemas,6,Matutina,No,74,5,3,3,3,5,4,2,3,3,3,4,2,4,3,5,4,2,2,2,3
